Index,Datum,Jahrzehnt
645,2014-03-24 14:54:01,2010
646,2014-03-24 14:55:01,2010
647,2014-03-24 14:56:01,2010
648,2014-03-24 14:57:02,2010
649,2014-03-24 14:58:02,2010
650,2014-03-24 14:59:02,2010
651,2014-03-24 15:00:02,2010
652,2014-03-24 15:01:02,2010
653,2014-03-24 15:02:02,2010
654,2014-03-24 15:03:02,2010
655,2014-03-24 15:04:02,2010
656,2014-03-24 15:05:02,2010
657,2014-03-24 15:06:02,2010
658,2014-03-24 15:07:03,2010
659,2014-03-24 15:08:03,2010
660,2014-03-24 15:09:03,2010
661,2014-03-24 15:10:03,2010
662,2014-03-24 15:11:03,2010
663,2014-03-24 15:12:03,2010
664,2014-03-24 15:13:03,2010
665,2014-03-24 15:14:03,2010
666,2014-03-24 15:15:03,2010
667,2014-03-24 15:16:04,2010
668,2014-03-24 15:17:04,2010
669,2014-03-24 15:18:04,2010
670,2014-03-24 15:19:04,2010
671,2014-03-24 15:20:04,2010
672,2014-03-24 15:21:04,2010
673,2014-03-24 15:22:04,2010
674,2014-03-24 15:23:04,2010
675,2014-03-24 15:24:04,2010
676,2014-03-24 15:25:04,2010
677,2014-03-24 15:26:05,2010
678,2014-03-24 15:27:05,2010
679,2014-03-24 15:28:05,2010
680,2014-03-24 15:29:05,2010
681,2014-03-24 15:30:05,2010
682,2014-03-24 15:31:05,2010
683,2014-03-24 15:32:05,2010
684,2014-03-24 15:33:05,2010
685,2014-03-24 15:34:05,2010
686,2014-03-24 15:35:05,2010
687,2014-03-24 15:37:00,2010
688,2014-03-24 15:38:00,2010
689,2014-03-24 15:39:00,2010
690,2014-03-24 15:40:00,2010
691,2014-03-24 15:41:00,2010
692,2014-03-24 15:42:00,2010
693,2014-03-24 15:43:00,2010
694,2014-03-24 15:44:00,2010
695,2014-03-24 15:45:00,2010
696,2014-03-24 15:46:00,2010
697,2014-03-24 15:47:01,2010
698,2014-03-24 15:48:01,2010
699,2014-03-24 15:49:01,2010
700,2014-03-24 15:50:01,2010
701,2014-03-24 15:51:01,2010
702,2014-03-24 15:52:01,2010
703,2014-03-24 15:53:01,2010
704,2014-03-24 15:54:01,2010
705,2014-03-24 15:55:01,2010
706,2014-03-24 15:56:02,2010
707,2014-03-24 15:57:02,2010
708,2014-03-24 15:58:02,2010
709,2014-03-24 15:59:02,2010
710,2014-03-24 16:00:02,2010
711,2014-03-24 16:01:02,2010
712,2014-03-24 16:02:02,2010
713,2014-03-24 16:03:02,2010
